gene_symbol	gene_symbol_long	_identifier
ACP1	acid phosphatase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.08G195100
ACPD-3, SACPD-C	stearoyl-acyl carrier protein desaturase gene 3	glyma.Wm82.gnm2.ann1.Glyma.14G121400
ACS	acyl-CoA synthase gene	glyma.Wm82.gnm2.ann1.Glyma.11G194500
ACS10a	ACC Synthase 10 gene a	glyma.Wm82.gnm2.ann1.Glyma.01G213700
ACS10b	ACC Synthase 10 gene b	glyma.Wm82.gnm2.ann1.Glyma.11G028200
ACSL2	long-chain acyl-CoA synthetase ACSL2	glyma.Wm82.gnm2.ann1.Glyma.05G151200
ACT2/7, UBQ10	BAHD acyltransferase 2/7 gene	glyma.Wm82.gnm2.ann1.Glyma.19G147900
ACTIN, SAc6	actin-6 gene	glyma.Wm82.gnm2.ann1.Glyma.18G290800
ACX1;1	acyl-CoA oxidase1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.11G035200
ACX1;2	acyl-CoA oxidase1 gene 2	glyma.Wm82.gnm2.ann1.Glyma.05G062200
ADC	arginine decarboxylase gene	glyma.Wm82.gnm2.ann1.Glyma.06G007500
ADF1, ADF15	actin depolymerizing factor 1	glyma.Wm82.gnm2.ann1.Glyma.15G125300
ADF10	Actin Deplymerizing Factor gene 10	glyma.Wm82.gnm4.ann1.Glyma.10G235500
ADF11	Actin Deplymerizing Factor gene 11	glyma.Wm82.gnm2.ann1.Glyma.11G024500
ADF12	Actin Deplymerizing Factor gene 12	glyma.Wm82.gnm2.ann1.Glyma.11G106600
ADF13	Actin Deplymerizing Factor gene 13	glyma.Wm82.gnm2.ann1.Glyma.12G031700
ADF14	Actin Deplymerizing Factor gene 14	glyma.Wm82.gnm2.ann1.Glyma.13G131700
ADF16	Actin Deplymerizing Factor gene 16	glyma.Wm82.gnm2.ann1.Glyma.19G164400
ADF17	Actin Deplymerizing Factor gene 17	glyma.Wm82.gnm2.ann1.Glyma.20G158900
ADF18	Actin Deplymerizing Factor gene 18	glyma.Wm82.gnm4.ann1.Glyma.20G209800
ADF2	Actin Deplymerizing Factor gene 2	glyma.Wm82.gnm2.ann1.Glyma.03G162900
ADF3	Actin Deplymerizing Factor gene 3	glyma.Wm82.gnm4.ann1.Glyma.04G004250
ADF4	Actin Deplymerizing Factor gene 4	glyma.Wm82.gnm2.ann1.Glyma.05G206500
ADF5	Actin Deplymerizing Factor gene 5	glyma.Wm82.gnm2.ann1.Glyma.06G003900
ADF6	Actin Deplymerizing Factor gene 6	glyma.Wm82.gnm2.ann1.Glyma.08G013400
ADF7	Actin Deplymerizing Factor gene 7	glyma.Wm82.gnm2.ann1.Glyma.09G019200
ADF8	Actin Deplymerizing Factor gene 8	glyma.Wm82.gnm2.ann1.Glyma.10G044000
ADF9	Actin Deplymerizing Factor gene 9	glyma.Wm82.gnm2.ann1.Glyma.10G180700
ADH1-3	alcohol dehydrogenase 1 gene 3	glyma.Wm82.gnm2.ann1.Glyma.06G122600
ADH4	alcohol dehydrogenase-like 4 gene	glyma.Wm82.gnm2.ann1.Glyma.18G200300
ADO3, FKF2	Adagio 3 like gene	glyma.Wm82.gnm2.ann1.Glyma.08G046500
ADR11	AAI_LTSS superfamily protein	glyma.Wm82.gnm2.ann1.Glyma.17G111100
ADT2	AROGENATE DEHYDRATASE 2 gene	glyma.Wm82.gnm2.ann1.Glyma.12G072500
AFB2, AFB3A	AUXIN SIGNALING F-BOX 2 gene	glyma.Wm82.gnm2.ann1.Glyma.19G100200
AFB3B	auxin signaling F-box 3 protein gene B	glyma.Wm82.gnm2.ann1.Glyma.16G050500
AG1	arginase1 gene	glyma.Wm82.gnm2.ann1.Glyma.03G028000
AGL1	agamous-like MADS-box protein AGL1 gene	glyma.Wm82.gnm2.ann1.Glyma.14G027200
AGL11	MADS domain transporter AGL11 gene	glyma.Wm82.gnm2.ann1.Glyma.06G324400
AGL15	AGL15 protein gene	glyma.Wm82.gnm2.ann1.Glyma.U018000
AGL1L	agamous-like MADS-box protein AGL1-like gene	glyma.Wm82.gnm2.ann1.Glyma.08G310100
AGL20	Agamous-Like 20 gene	glyma.Wm82.gnm2.ann1.Glyma.07G080900
AGL3L	agamous-like MADS-box protein AGL3-like gene	glyma.Wm82.gnm2.ann1.Glyma.08G105400
AGL8a, FULd, MDE17	Agamous 8-Like gene a	glyma.Wm82.gnm2.ann1.Glyma.17G081200
AGL8b, AP1A, FULa, MDE06	Agamous 8-Like gene b	glyma.Wm82.gnm2.ann1.Glyma.06G205800
AGL8d, MDE19	Agamous 8-Like gene d	glyma.Wm82.gnm2.ann1.Glyma.19G034600
AGO2	Argonaut 2 ranscription factor gene	glyma.Wm82.gnm2.ann1.Glyma.20G022900
AGO4	Argonaut 4 ranscription factor gene	glyma.Wm82.gnm2.ann1.Glyma.02G274900
AHAS1, ALS-1, ALS1	acetohydroxyacid synthase gene 1	glyma.Wm82.gnm2.ann1.Glyma.04G196100
AHAS2, ALS-2, ALS2	acetohydroxyacid synthase gene 2	glyma.Wm82.gnm2.ann1.Glyma.06G169700
AHAS3, ALS-3, ALS3	Acetohydroxy acid synthase gene 3	glyma.Wm82.gnm2.ann1.Glyma.13G241000
AHAS4, ALS-4, ALS4	acetohydroxyacid synthase gene 4	glyma.Wm82.gnm2.ann1.Glyma.15G072500
AIR12	plasma membrane ascorbate-reducible b-type cytochrome family protein	glyma.Wm82.gnm2.ann1.Glyma.03G088900
AK-HSDH	aspartokinase-homoserine dehydrogenase gene	glyma.Wm82.gnm2.ann1.Glyma.08G107800
AKR1	probable aldo-keto reductase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.03G248400
AKT1, ANK39	Potassium channel AKT1-like gene 1	glyma.Wm82.gnm2.ann1.Glyma.05G010600
AKT2, ANK85	Potassium channel AKT1-like gene 2	glyma.Wm82.gnm2.ann1.Glyma.08G187600
ALA1	Aminophospholipid ATPase gene 1	glyma.Wm82.gnm2.ann1.Glyma.13G348200
ALA10	Aminophospholipid ATPase gene 10	glyma.Wm82.gnm2.ann1.Glyma.06G196400
ALA11	Aminophospholipid ATPase gene 11	glyma.Wm82.gnm2.ann1.Glyma.04G129200
ALA12	Aminophospholipid ATPase gene 12	glyma.Wm82.gnm2.ann1.Glyma.08G190400
ALA13	Aminophospholipid ATPase gene 13	glyma.Wm82.gnm2.ann1.Glyma.07G007700
ALA14	Aminophospholipid ATPase gene 14	glyma.Wm82.gnm2.ann1.Glyma.01G092900
ALA15	Aminophospholipid ATPase gene 15	glyma.Wm82.gnm2.ann1.Glyma.06G315100
ALA16	Aminophospholipid ATPase gene 16	glyma.Wm82.gnm2.ann1.Glyma.02G129500
ALA17	Aminophospholipid ATPase gene 17	glyma.Wm82.gnm2.ann1.Glyma.16G099700
ALA18	Aminophospholipid ATPase gene 18	glyma.Wm82.gnm2.ann1.Glyma.08G293900
ALA19	Aminophospholipid ATPase gene 19	glyma.Wm82.gnm2.ann1.Glyma.09G273900
ALA2	Aminophospholipid ATPase gene 2	glyma.Wm82.gnm2.ann1.Glyma.06G208900
ALA20	Aminophospholipid ATPase gene 20	glyma.Wm82.gnm2.ann1.Glyma.13G295100
ALA21	Aminophospholipid ATPase gene 21	glyma.Wm82.gnm2.ann1.Glyma.08G228800
ALA22	Aminophospholipid ATPase gene 22	glyma.Wm82.gnm2.ann1.Glyma.05G006800
ALA23	Aminophospholipid ATPase gene 23	glyma.Wm82.gnm2.ann1.Glyma.12G205800
ALA24	Aminophospholipid ATPase gene 24	glyma.Wm82.gnm2.ann1.Glyma.18G213100
ALA25	Aminophospholipid ATPase gene 25	glyma.Wm82.gnm2.ann1.Glyma.15G215400
ALA26	Aminophospholipid ATPase gene 26	glyma.Wm82.gnm2.ann1.Glyma.19G007400
ALA27	Aminophospholipid ATPase gene 27	glyma.Wm82.gnm2.ann1.Glyma.16G220100
ALA3	Aminophospholipid ATPase gene 3	glyma.Wm82.gnm2.ann1.Glyma.15G025800
ALA4	Aminophospholipid ATPase gene 4	glyma.Wm82.gnm2.ann1.Glyma.04G166100
ALA5	Aminophospholipid ATPase gene 5	glyma.Wm82.gnm2.ann1.Glyma.05G015400
ALA6	Aminophospholipid ATPase gene 6	glyma.Wm82.gnm2.ann1.Glyma.08G268900
ALA7	Aminophospholipid ATPase gene 7	glyma.Wm82.gnm2.ann1.Glyma.17G123800
ALA8	Aminophospholipid ATPase gene 8	glyma.Wm82.gnm2.ann1.Glyma.04G144900
ALA9	Aminophospholipid ATPase gene 9	glyma.Wm82.gnm2.ann1.Glyma.18G129200
ALAAT1	alanine aminotransferase gene 1	glyma.Wm82.gnm2.ann1.Glyma.16G013900
ALAAT2	alanine aminotransferase gene 2	glyma.Wm82.gnm2.ann1.Glyma.01G026700
ALAD, HEMB	delta-aminolevulinic acid dehydratase, chloroplastic	glyma.Wm82.gnm2.ann1.Glyma.04G247700
ALDH10A1	betaine aldehyde dehydrogenase gene 1	glyma.Wm82.gnm2.ann1.Glyma.05G033500
ALDH10A2	betaine aldehyde dehydrogenase gene 2	glyma.Wm82.gnm2.ann1.Glyma.06G186300
ALDH11A1	aldehyde dehydrogenase 11A1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G202500
ALDH11A2	aldehyde dehydrogenase 11A2 gene	glyma.Wm82.gnm2.ann1.Glyma.17G075300
ALDH11A3	aldehyde dehydrogenase 11A3 gene	glyma.Wm82.gnm2.ann1.Glyma.17G218200
ALDH12A1	aldehyde dehydrogenase 12A1 gene	glyma.Wm82.gnm2.ann1.Glyma.05G029100
ALDH12A2, P5CD	aldehyde dehydrogenase 12A2 gene	glyma.Wm82.gnm2.ann1.Glyma.05G029200
ALDH12A3	aldehyde dehydrogenase 12A3 gene	glyma.Wm82.gnm2.ann1.Glyma.17G097800
ALDH18B2	delta-1-pyrroline-5-carboxylate synthase gene 18B2 gene	glyma.Wm82.gnm2.ann1.Glyma.02G251100
ALDH18B3	delta-1-pyrroline-5-carboxylate synthase gene 18B3 gene	glyma.Wm82.gnm2.ann1.Glyma.03G069400
ALDH18B4	delta-1-pyrroline-5-carboxylate synthase gene 18B4 gene	glyma.Wm82.gnm2.ann1.Glyma.14G065600
ALDH22A1	aldehyde dehydrogenase gene 22A1	glyma.Wm82.gnm2.ann1.Glyma.07G240300
ALDH22A2	aldehyde dehydrogenase gene 22A2	glyma.Wm82.gnm2.ann1.Glyma.09G036000
ALDH22A3	aldehyde dehydrogenase gene 22A3	glyma.Wm82.gnm2.ann1.Glyma.15G140900
ALDH22A4	aldehyde dehydrogenase gene 22A4	glyma.Wm82.gnm2.ann1.Glyma.17G033100
ALDH2B1	aldehyde dehydrogenase family 2 member B1 gene	glyma.Wm82.gnm2.ann1.Glyma.01G031500
ALDH2B2	aldehyde dehydrogenase family 2 member B2 gene	glyma.Wm82.gnm2.ann1.Glyma.02G034000
ALDH2B4	aldehyde dehydrogenase family 2 member B4 gene, mitochondrial	glyma.Wm82.gnm2.ann1.Glyma.06G183900
ALDH2B5	aldehyde dehydrogenase family 2 member B5 gene, mitochondrial	glyma.Wm82.gnm2.ann1.Glyma.08G288000
ALDH2B6	aldehyde dehydrogenase family 2 member B6 gene	glyma.Wm82.gnm2.ann1.Glyma.13G170600
ALDH2B8	aldehyde dehydrogenase family 2 member B8 gene	glyma.Wm82.gnm2.ann1.Glyma.18G137300
ALDH2C1	aldehyde dehydrogenase family 2 member C1 gene	glyma.Wm82.gnm2.ann1.Glyma.05G231800
ALDH2C3	aldehyde dehydrogenase family 2 member C3 gene	glyma.Wm82.gnm2.ann1.Glyma.07G087400
ALDH2C4	aldehyde dehydrogenase family 2 member C4 gene	glyma.Wm82.gnm2.ann1.Glyma.07G087500
ALDH2C5	aldehyde dehydrogenase family 2 member C5 gene	glyma.Wm82.gnm2.ann1.Glyma.08G039200
ALDH2C6	aldehyde dehydrogenase family 2 member C6 gene	glyma.Wm82.gnm2.ann1.Glyma.08G039300
ALDH2C7	aldehyde dehydrogenase family 2 member C7 gene	glyma.Wm82.gnm2.ann1.Glyma.09G189200
ALDH2C8	aldehyde dehydrogenase family 2 member C8 gene	glyma.Wm82.gnm2.ann1.Glyma.09G189300
ALDH2C9	aldehyde dehydrogenase family 2 member C9 gene	glyma.Wm82.gnm2.ann1.Glyma.09G189500
ALDH3F1	aldehyde dehydrogenase family 3 member F1 gene	glyma.Wm82.gnm2.ann1.Glyma.02G051500
ALDH3F2	aldehyde dehydrogenase family 3 member F2 gene	glyma.Wm82.gnm2.ann1.Glyma.16G131700
ALDH3H1	aldehyde dehydrogenase family 3 member H1 gene	glyma.Wm82.gnm2.ann1.Glyma.04G248500
ALDH3H2	aldehyde dehydrogenase family 3 member H2 gene	glyma.Wm82.gnm2.ann1.Glyma.06G114300
ALDH3H3	aldehyde dehydrogenase family 3 member H3 gene	glyma.Wm82.gnm2.ann1.Glyma.13G030400
ALDH3H4	aldehyde dehydrogenase family 3 member H4 gene	glyma.Wm82.gnm2.ann1.Glyma.14G152100
ALDH3I1	aldehyde dehydrogenase family 3 member I1 gene	glyma.Wm82.gnm2.ann1.Glyma.08G002700
ALDH3J1	aldehyde dehydrogenase family 3 member J1 gene	glyma.Wm82.gnm2.ann1.Glyma.11G133300
ALDH3J2	aldehyde dehydrogenase family 3 member J2 gene	glyma.Wm82.gnm2.ann1.Glyma.12G057400
ALDH3J3	aldehyde dehydrogenase family 3 member J3 gene	glyma.Wm82.gnm2.ann1.Glyma.13G340000
ALDH3J4	aldehyde dehydrogenase family 3 member J4 gene	glyma.Wm82.gnm2.ann1.Glyma.15G034400
ALDH5F1	putative succinate-semialdehyde dehydrogenase gene 1, mitochondrial	glyma.Wm82.gnm2.ann1.Glyma.08G163700
ALDH5F2	putative succinate-semialdehyde dehydrogenase gene 2, mitochondrial	glyma.Wm82.gnm2.ann1.Glyma.15G263500
ALDH6B1	putative methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	glyma.Wm82.gnm2.ann1.Glyma.07G183600
ALDH6B2	putative methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	glyma.Wm82.gnm2.ann1.Glyma.08G066600
ALDH6B3	putative methylmalonate-semialdehyde dehydrogenase [acylating]	glyma.Wm82.gnm2.ann1.Glyma.15G058900
ALDH7B1	aldehyde dehydrogenase family 7 member B1	glyma.Wm82.gnm2.ann1.Glyma.09G070300
ALDH7B2	aldehyde dehydrogenase family 7 member B2	glyma.Wm82.gnm2.ann1.Glyma.15G178400
ALKBH1-1	AlkB homologue 1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.11G250800
ALKBH1-2	AlkB homologue 1 gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G006200
ALKBH1-3	AlkB homologue 1 gene 3	glyma.Wm82.gnm2.ann1.Glyma.19G263000
ALKBH1-4	AlkB homologue 1 gene 4	glyma.Wm82.gnm2.ann1.Glyma.20G056000
ALKBH1-5	AlkB homologue 1 gene 5	glyma.Wm82.gnm2.ann1.Glyma.01G129600
ALKBH10-1, ALKBH10-9	AlkB homologue 10 gene 1	glyma.Wm82.gnm2.ann1.Glyma.02G149900
ALKBH10-10, ALKBH10-2	AlkB homologue 10 gene 10	glyma.Wm82.gnm2.ann1.Glyma.03G149900
ALKBH10-11, ALKBH10-3	AlkB homologue 10 gene 11	glyma.Wm82.gnm2.ann1.Glyma.10G023900
ALKBH10-12	AlkB homologue 10 gene 12	glyma.Wm82.gnm2.ann1.Glyma.18G195500
ALKBH10-4	AlkB homologue 10 gene 4	glyma.Wm82.gnm2.ann1.Glyma.19G152900
ALKBH10-5	AlkB homologue 10 gene 5	glyma.Wm82.gnm2.ann1.Glyma.05G138600
ALKBH10-6	AlkB homologue 10 gene 6	glyma.Wm82.gnm2.ann1.Glyma.07G175300
ALKBH10-7	AlkB homologue 10 gene 7	glyma.Wm82.gnm2.ann1.Glyma.08G093800
ALKBH10-8	AlkB homologue 10 gene 8	glyma.Wm82.gnm2.ann1.Glyma.20G012100
ALKBH2-1	AlkB homologue 2 gene 1	glyma.Wm82.gnm2.ann1.Glyma.09G014800
ALKBH2-2	AlkB homologue 2 gene 2	glyma.Wm82.gnm2.ann1.Glyma.15G120500
ALKBH6-1	AlkB homologue 6 gene 1	glyma.Wm82.gnm2.ann1.Glyma.09G156400
ALKBH6-2	AlkB homologue 6 gene 2	glyma.Wm82.gnm2.ann1.Glyma.16G207100
ALKBH7	AlkB homologue 7 gene 	glyma.Wm82.gnm2.ann1.Glyma.14G026500
ALKBH8	AlkB homologue 8 gene 	glyma.Wm82.gnm2.ann1.Glyma.09G217100
ALKBH9-1	AlkB homologue 9 gene 1	glyma.Wm82.gnm2.ann1.Glyma.08G186500
ALKBH9-2	AlkB homologue 9 gene 2	glyma.Wm82.gnm2.ann1.Glyma.14G106000
ALMT1	aluminum-activated malate transporter family protein gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G083700
ALMT11	aluminum-activated malate transporter family protein gene 11	glyma.Wm82.gnm2.ann1.Glyma.07G090300
ALMT12	aluminum-activated malate transporter family protein gene 12	glyma.Wm82.gnm2.ann1.Glyma.08G040700
ALMT13	aluminum-activated malate transporter family protein gene 13	glyma.Wm82.gnm2.ann1.Glyma.08G260200
ALMT14	aluminum-activated malate transporter family protein gene 14	glyma.Wm82.gnm2.ann1.Glyma.09G185600
ALMT16	aluminum-activated malate transporter family protein gene 16	glyma.Wm82.gnm2.ann1.Glyma.10G173400
ALMT17	aluminum-activated malate transporter family protein gene 17	glyma.Wm82.gnm2.ann1.Glyma.10G275700
ALMT18	aluminum-activated malate transporter family protein gene 18	glyma.Wm82.gnm2.ann1.Glyma.10G287700
ALMT2	aluminum-activated malate transporter family protein gene 2	glyma.Wm82.gnm2.ann1.Glyma.01G199400
ALMT21	aluminum-activated malate transporter family protein gene 21	glyma.Wm82.gnm2.ann1.Glyma.11G042500
ALMT22	aluminum-activated malate transporter family protein gene 22	glyma.Wm82.gnm2.ann1.Glyma.11G179100
ALMT23	aluminum-activated malate transporter family protein gene 23	glyma.Wm82.gnm2.ann1.Glyma.12G094400
ALMT24	aluminum-activated malate transporter family protein gene 24	glyma.Wm82.gnm2.ann1.Glyma.12G188400
ALMT25	aluminum-activated malate transporter family protein gene 25	glyma.Wm82.gnm2.ann1.Glyma.12G188500
ALMT26	aluminum-activated malate transporter family protein gene 26	glyma.Wm82.gnm2.ann1.Glyma.17G154200
ALMT27	aluminum-activated malate transporter family protein gene 27	glyma.Wm82.gnm2.ann1.Glyma.17G154300
ALMT28	aluminum-activated malate transporter family protein gene 28	glyma.Wm82.gnm2.ann1.Glyma.19G155200
ALMT29	aluminum-activated malate transporter family protein gene 29	glyma.Wm82.gnm2.ann1.Glyma.19G199900
ALMT3	aluminum-activated malate transporter family protein gene 13	glyma.Wm82.gnm2.ann1.Glyma.01G223300
ALMT32	aluminum-activated malate transporter family protein gene 32	glyma.Wm82.gnm2.ann1.Glyma.20G101600
ALMT33	aluminum-activated malate transporter family protein gene 33	glyma.Wm82.gnm2.ann1.Glyma.20G114100
ALMT34	aluminum-activated malate transporter family protein gene 34	glyma.Wm82.gnm2.ann1.Glyma.20G216800
ALMT4	aluminum-activated malate transporter family protein gene 4	glyma.Wm82.gnm2.ann1.Glyma.02G097700
ALMT5	aluminum-activated malate transporter family protein gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G147900
ALMT6	aluminum-activated malate transporter family protein gene 6	glyma.Wm82.gnm2.ann1.Glyma.03G152700
ALMT8	aluminum-activated malate transporter family protein gene 8	glyma.Wm82.gnm2.ann1.Glyma.05G112700
AMF5	ammonium-facilitator 5 gene	glyma.Wm82.gnm2.ann1.Glyma.09G203800
AMS1	beta-amyrin synthase 1	glyma.Wm82.gnm2.ann1.Glyma.07G001300
AMT1.2	ammonium transporter 1 gene 2	glyma.Wm82.gnm2.ann1.Glyma.10G132300
AMT1.3	ammonium transporter 1 gene 3	glyma.Wm82.gnm2.ann1.Glyma.10G167800
AMT1.4	ammonium transporter 1 gene 4	glyma.Wm82.gnm2.ann1.Glyma.10G168100
AMT1.5	ammonium transporter 1 gene 5	glyma.Wm82.gnm2.ann1.Glyma.10G168200
AMT1.6	ammonium transporter 1 gene 6	glyma.Wm82.gnm2.ann1.Glyma.20G221400
AMT2.1	ammonium transporter 2 gene 1	glyma.Wm82.gnm2.ann1.Glyma.07G153800
AMT2.2	ammonium transporter 2 gene 2	glyma.Wm82.gnm2.ann1.Glyma.18G204800
AMT2.3	ammonium transporter 2 gene 3	glyma.Wm82.gnm2.ann1.Glyma.01G123400
AMT4.1	ammonium transporter 4 gene 1	glyma.Wm82.gnm2.ann1.Glyma.09G281600
AMT4.2	ammonium transporter 4 gene 2	glyma.Wm82.gnm2.ann1.Glyma.20G004100
AMT4.3	ammonium transporter 4 gene 3	glyma.Wm82.gnm2.ann1.Glyma.19G244400
AMT4.4	ammonium transporter 4 gene 4	glyma.Wm82.gnm2.ann1.Glyma.02G043700
AMT4.5	ammonium transporter 4 gene 5	glyma.Wm82.gnm2.ann1.Glyma.02G143500
AN1	zinc finger A20 and AN1 domain-containing stress-associated protein 5-like	glyma.Wm82.gnm2.ann1.Glyma.08G153200
ANK1	Ankyrin Repeat protein gene 1	glyma.Wm82.gnm2.ann1.Glyma.01G011900
ANK10	Ankyrin Repeat protein gene 10	glyma.Wm82.gnm2.ann1.Glyma.02G084900
ANK100	Ankyrin Repeat protein gene 100	glyma.Wm82.gnm2.ann1.Glyma.09G054900
ANK102	Ankyrin Repeat protein gene 102	glyma.Wm82.gnm2.ann1.Glyma.09G102900
ANK103	Ankyrin Repeat protein gene 103	glyma.Wm82.gnm2.ann1.Glyma.09G143600
ANK104	Ankyrin Repeat protein gene 104	glyma.Wm82.gnm2.ann1.Glyma.09G191100
ANK105	Ankyrin Repeat protein gene 105	glyma.Wm82.gnm2.ann1.Glyma.09G214000
ANK106	Ankyrin Repeat protein gene 106	glyma.Wm82.gnm2.ann1.Glyma.09G215400
ANK107	Ankyrin Repeat protein gene 107	glyma.Wm82.gnm2.ann1.Glyma.09G265800
ANK108	Ankyrin Repeat protein gene 108	glyma.Wm82.gnm2.ann1.Glyma.10G059800
ANK109	Ankyrin Repeat protein gene 109	glyma.Wm82.gnm2.ann1.Glyma.10G097200
ANK11	Ankyrin Repeat protein gene 11	glyma.Wm82.gnm2.ann1.Glyma.02G113900
ANK110	Ankyrin Repeat protein gene 110	glyma.Wm82.gnm2.ann1.Glyma.10G100400
ANK111	Ankyrin Repeat protein gene 111	glyma.Wm82.gnm2.ann1.Glyma.10G124300
ANK112	Ankyrin Repeat protein gene 112	glyma.Wm82.gnm2.ann1.Glyma.10G124500
ANK113	Ankyrin Repeat protein gene 113	glyma.Wm82.gnm2.ann1.Glyma.10G165700
ANK114	Ankyrin Repeat protein gene 114	glyma.Wm82.gnm2.ann1.Glyma.10G181100
ANK115	Ankyrin Repeat protein gene 115	glyma.Wm82.gnm2.ann1.Glyma.10G238000
ANK116	Ankyrin Repeat protein gene 116	glyma.Wm82.gnm2.ann1.Glyma.10G291900
ANK117	Ankyrin Repeat protein gene 117	glyma.Wm82.gnm2.ann1.Glyma.11G081800
ANK118	Ankyrin Repeat protein gene 118	glyma.Wm82.gnm2.ann1.Glyma.11G081900
ANK119	Ankyrin Repeat protein gene 119	glyma.Wm82.gnm2.ann1.Glyma.11G097200
ANK12	Ankyrin Repeat protein gene 12	glyma.Wm82.gnm2.ann1.Glyma.02G151200
ANK120	Ankyrin Repeat protein gene 120	glyma.Wm82.gnm2.ann1.Glyma.11G104500
ANK121	Ankyrin Repeat protein gene 121	glyma.Wm82.gnm2.ann1.Glyma.11G140000
ANK122	Ankyrin Repeat protein gene 122	glyma.Wm82.gnm2.ann1.Glyma.11G157400
ANK123	Ankyrin Repeat protein gene 123	glyma.Wm82.gnm2.ann1.Glyma.11G174400
ANK124	Ankyrin Repeat protein gene 124	glyma.Wm82.gnm2.ann1.Glyma.11G247700
ANK125	Ankyrin Repeat protein gene 125	glyma.Wm82.gnm2.ann1.Glyma.11G248800
ANK126, CAMTA14	Ankyrin Repeat protein gene 126	glyma.Wm82.gnm2.ann1.Glyma.11G251900
ANK127	Ankyrin Repeat protein gene 127	glyma.Wm82.gnm2.ann1.Glyma.12G029500
ANK128	Ankyrin Repeat protein gene 128	glyma.Wm82.gnm2.ann1.Glyma.12G063600
ANK129	Ankyrin Repeat protein gene 129	glyma.Wm82.gnm2.ann1.Glyma.12G074900
ANK13	Ankyrin Repeat protein gene 13	glyma.Wm82.gnm2.ann1.Glyma.02G178300
ANK130	Ankyrin Repeat protein gene 130	glyma.Wm82.gnm2.ann1.Glyma.12G111400
ANK131	Ankyrin Repeat protein gene 131	glyma.Wm82.gnm2.ann1.Glyma.12G111500
ANK132	Ankyrin Repeat protein gene 132	glyma.Wm82.gnm2.ann1.Glyma.12G112400
ANK133	Ankyrin Repeat protein gene 133	glyma.Wm82.gnm2.ann1.Glyma.12G170500
ANK134	Ankyrin Repeat protein gene 134	glyma.Wm82.gnm2.ann1.Glyma.12G236200
ANK135	Ankyrin Repeat protein gene 135	glyma.Wm82.gnm2.ann1.Glyma.12G237300
ANK136	Ankyrin Repeat protein gene 136	glyma.Wm82.gnm2.ann1.Glyma.13G091900
ANK137	Ankyrin Repeat protein gene 137	glyma.Wm82.gnm2.ann1.Glyma.13G116000
ANK138	Ankyrin Repeat protein gene 138	glyma.Wm82.gnm2.ann1.Glyma.13G130300
ANK139	Ankyrin Repeat protein gene 139	glyma.Wm82.gnm2.ann1.Glyma.13G146500
ANK14	Ankyrin Repeat protein gene 14	glyma.Wm82.gnm2.ann1.Glyma.02G227000
ANK140	Ankyrin Repeat protein gene 140	glyma.Wm82.gnm2.ann1.Glyma.13G152400
ANK141	Ankyrin Repeat protein gene 141	glyma.Wm82.gnm2.ann1.Glyma.13G163400
ANK142	Ankyrin Repeat protein gene 142	glyma.Wm82.gnm2.ann1.Glyma.13G195200
ANK143	Ankyrin Repeat protein gene 143	glyma.Wm82.gnm2.ann1.Glyma.13G202000
ANK144	Ankyrin Repeat protein gene 144	glyma.Wm82.gnm2.ann1.Glyma.13G202800
ANK145	Ankyrin Repeat protein gene 145	glyma.Wm82.gnm2.ann1.Glyma.13G213800
ANK146	Ankyrin Repeat protein gene 146	glyma.Wm82.gnm2.ann1.Glyma.13G214100
ANK147	Ankyrin Repeat protein gene 147	glyma.Wm82.gnm2.ann1.Glyma.13G223400
ANK148	Ankyrin Repeat protein gene 148	glyma.Wm82.gnm2.ann1.Glyma.13G224800
ANK149	Ankyrin Repeat protein gene 149	glyma.Wm82.gnm2.ann1.Glyma.13G226400
ANK15	Ankyrin Repeat protein gene 15	glyma.Wm82.gnm2.ann1.Glyma.02G243400
ANK150	Ankyrin Repeat protein gene 150	glyma.Wm82.gnm2.ann1.Glyma.13G331500
ANK151	Ankyrin Repeat protein gene 151	glyma.Wm82.gnm2.ann1.Glyma.13G335300
ANK152	Ankyrin Repeat protein gene 152	glyma.Wm82.gnm2.ann1.Glyma.14G016300
ANK155	Ankyrin Repeat protein gene 155	glyma.Wm82.gnm2.ann1.Glyma.14G038400
ANK156	Ankyrin Repeat protein gene 156	glyma.Wm82.gnm2.ann1.Glyma.14G049400
ANK157	Ankyrin Repeat protein gene 157	glyma.Wm82.gnm2.ann1.Glyma.14G099600
ANK158	Ankyrin Repeat protein gene 158	glyma.Wm82.gnm2.ann1.Glyma.14G126500
ANK159	Ankyrin Repeat protein gene 159	glyma.Wm82.gnm2.ann1.Glyma.14G194100
ANK16	Ankyrin Repeat protein gene 16	glyma.Wm82.gnm2.ann1.Glyma.02G263600
ANK160	Ankyrin Repeat protein gene 160	glyma.Wm82.gnm2.ann1.Glyma.14G194700
